beneficiary_id,pre_training_score,post_training_score,skill_domain,assessment_date
649,64.5,84.8,IT,2023-04-19
650,33.9,47.2,Logistics,2023-03-08
651,35.4,47.9,Data Entry,2023-03-02
652,59.6,74.6,Retail,2023-05-14
653,30.8,41.4,IT,2023-03-16
654,34.2,44.7,Logistics,2023-05-26
655,55.7,73.0,Logistics,2023-05-16
656,42.2,61.5,Logistics,2023-05-10
657,35.7,46.2,Retail,2023-04-24
658,45.8,64.2,IT,2023-05-22
659,44.6,61.8,Retail,2023-03-08
660,36.9,52.6,Retail,2023-03-31
661,48.7,67.5,Retail,2023-05-30
662,31.4,53.2,Logistics,2023-03-16
663,44.9,55.2,Logistics,2023-05-24
664,48.8,70.5,Data Entry,2023-05-16
665,38.4,58.9,Logistics,2023-03-17
666,62.4,75.1,Logistics,2023-05-07
667,30.2,46.7,IT,2023-05-16
668,43.0,65.8,Logistics,2023-05-09
669,40.4,64.2,Logistics,2023-05-09
670,43.8,57.1,IT,2023-05-08
671,35.7,56.6,Retail,2023-04-14
672,56.1,79.6,Data Entry,2023-05-28
673,44.5,61.1,Logistics,2023-05-14
674,33.6,53.0,Logistics,2023-03-06
675,34.8,53.4,Data Entry,2023-05-17
676,59.7,75.2,Data Entry,2023-03-19
677,62.7,83.5,Logistics,2023-05-14
678,64.9,83.1,Data Entry,2023-05-12
679,47.4,66.7,Retail,2023-03-24
680,56.5,72.0,Logistics,2023-03-01
681,42.3,53.9,Logistics,2023-03-21
682,56.1,70.5,Data Entry,2023-03-02
683,41.7,64.2,IT,2023-05-04
684,42.1,56.9,Logistics,2023-04-13
685,45.2,57.7,Data Entry,2023-05-09
686,60.2,81.3,IT,2023-05-13
687,38.4,53.4,Logistics,2023-03-23
688,43.0,66.0,Data Entry,2023-04-12
689,56.7,81.6,Data Entry,2023-05-28
690,34.2,50.3,IT,2023-04-01
691,60.7,70.9,Retail,2023-03-19
692,34.5,45.6,IT,2023-03-23
693,64.6,85.9,Data Entry,2023-05-05
694,63.5,78.2,Retail,2023-03-03
695,64.9,77.4,Data Entry,2023-04-11
696,42.0,61.1,Data Entry,2023-03-25
697,36.0,50.5,Retail,2023-03-03
698,48.6,71.7,Retail,2023-05-28
699,63.9,78.2,Logistics,2023-04-29
700,63.4,79.8,Data Entry,2023-03-12
701,52.2,71.4,Data Entry,2023-05-28
702,55.3,77.4,Retail,2023-04-15
703,56.1,77.7,Logistics,2023-04-24
704,46.7,63.0,Retail,2023-03-27
705,54.3,65.1,Data Entry,2023-03-21
706,40.2,55.3,Retail,2023-03-22
707,46.5,66.2,Data Entry,2023-03-24
708,49.5,69.1,Data Entry,2023-05-25
709,60.5,71.7,Data Entry,2023-03-05
710,59.4,76.2,Data Entry,2023-04-07
711,48.4,66.7,Data Entry,2023-05-01
712,41.5,53.4,Data Entry,2023-03-13
713,38.5,56.6,Data Entry,2023-05-30
714,30.4,49.1,Logistics,2023-03-05
715,33.4,48.4,IT,2023-04-15
716,56.0,73.7,IT,2023-05-23
717,56.7,74.1,Retail,2023-04-07
718,39.8,57.6,IT,2023-05-14
719,41.8,56.8,IT,2023-03-14
720,61.6,72.2,Retail,2023-05-11
721,50.5,72.1,Logistics,2023-05-26
722,39.5,56.9,Data Entry,2023-05-01
723,46.0,60.2,Retail,2023-05-21
724,47.7,59.5,Retail,2023-04-08
725,50.2,70.6,Data Entry,2023-03-04
726,43.0,56.7,IT,2023-03-04
727,41.9,64.9,Logistics,2023-04-24
728,37.7,57.6,Data Entry,2023-04-11
729,40.6,59.4,Retail,2023-05-30
730,61.2,76.6,Data Entry,2023-03-01
731,43.9,61.0,IT,2023-03-04
732,53.0,68.2,Retail,2023-03-09
733,43.0,62.8,IT,2023-04-19
734,54.4,74.8,Data Entry,2023-05-18
735,52.1,76.1,Retail,2023-03-01
736,49.1,68.9,Retail,2023-03-29
737,43.4,66.5,Retail,2023-03-25
738,33.6,57.5,Data Entry,2023-04-17
739,53.1,76.1,Logistics,2023-03-09
740,40.1,62.0,IT,2023-04-02
741,44.5,56.1,Logistics,2023-03-11
742,54.7,72.1,IT,2023-03-08
743,35.2,52.8,IT,2023-04-30
744,41.6,65.0,IT,2023-04-16
745,43.9,56.7,IT,2023-03-14
746,38.4,50.6,IT,2023-05-22
747,36.8,48.8,IT,2023-03-08
748,52.5,63.2,IT,2023-03-30
749,49.2,64.6,Data Entry,2023-03-25
750,56.1,80.5,Retail,2023-04-30
751,50.3,66.9,Retail,2023-04-14
752,47.3,72.1,Logistics,2023-03-19
753,38.5,50.7,Logistics,2023-05-26
754,52.3,67.5,Retail,2023-04-03
755,36.1,52.1,Logistics,2023-03-10
756,58.4,70.1,Retail,2023-04-08
757,40.9,61.8,IT,2023-05-21
758,35.6,50.7,Retail,2023-03-01
759,62.9,82.1,Data Entry,2023-03-26
760,60.8,79.4,Data Entry,2023-03-09
761,42.5,57.1,Data Entry,2023-03-05
762,44.2,65.8,Retail,2023-04-03
763,55.6,75.2,Retail,2023-03-11
764,51.4,69.1,Retail,2023-04-21
765,64.9,76.5,IT,2023-04-11
766,64.1,74.8,Data Entry,2023-03-07
767,37.1,60.0,Data Entry,2023-04-06
768,54.6,68.7,Retail,2023-04-07
769,47.9,66.7,Retail,2023-04-06
770,49.6,66.0,Data Entry,2023-05-07
771,42.9,60.7,Retail,2023-04-09
772,50.1,73.2,Logistics,2023-05-14
773,64.7,80.0,Logistics,2023-05-09
774,60.4,76.8,Retail,2023-05-23
775,45.2,61.1,Retail,2023-05-16
776,60.0,78.4,IT,2023-03-30
777,62.9,85.8,Retail,2023-05-12
778,40.7,62.5,IT,2023-05-12
779,32.6,45.4,Data Entry,2023-04-19
780,53.5,77.7,Data Entry,2023-03-11
781,48.7,63.0,Data Entry,2023-04-08
782,63.4,82.1,Retail,2023-05-16
783,40.7,56.0,Retail,2023-04-01
784,57.3,80.6,Retail,2023-05-29
785,44.5,64.3,Logistics,2023-05-14
786,35.7,60.2,IT,2023-05-12
787,44.7,68.4,IT,2023-05-11
788,59.2,70.6,Data Entry,2023-05-01
789,38.6,58.0,IT,2023-04-25
790,45.8,63.6,IT,2023-04-14
791,32.6,56.7,Logistics,2023-05-06
792,49.0,70.6,Retail,2023-04-07
793,31.2,41.5,IT,2023-05-20
794,31.3,54.9,Data Entry,2023-05-27
795,58.4,73.5,Retail,2023-05-06
796,30.1,47.5,Retail,2023-03-04
797,54.4,74.6,Logistics,2023-03-12
798,61.7,86.1,IT,2023-03-14
799,60.3,71.8,Retail,2023-04-09
800,34.7,45.4,Retail,2023-03-19
801,53.2,63.7,Logistics,2023-03-23
802,32.1,48.5,Retail,2023-05-02
803,42.7,63.0,IT,2023-03-29
804,33.4,51.1,Data Entry,2023-05-22
805,61.6,72.5,Logistics,2023-04-09
806,36.6,52.9,IT,2023-05-11
807,55.0,71.7,Logistics,2023-05-10
808,33.7,44.6,Logistics,2023-03-21
809,54.4,72.3,Retail,2023-04-18
810,34.4,50.0,Retail,2023-03-05
811,57.4,79.4,Retail,2023-05-27
812,41.5,59.2,IT,2023-05-29
813,43.5,54.6,Data Entry,2023-04-02
814,36.2,53.2,Data Entry,2023-04-20
815,58.9,69.5,Data Entry,2023-03-19
816,32.6,50.2,Logistics,2023-04-17
817,64.9,78.8,Retail,2023-03-08
818,62.0,81.3,Logistics,2023-03-23
819,60.6,80.0,Retail,2023-03-19
820,31.1,45.2,Logistics,2023-03-12
821,64.8,81.1,Data Entry,2023-05-01
822,61.8,73.9,Logistics,2023-04-17
823,43.7,64.9,Data Entry,2023-05-01
824,44.4,66.7,Data Entry,2023-03-28
825,32.3,50.1,Logistics,2023-03-28
826,64.1,79.0,Retail,2023-03-12
827,46.0,69.1,Retail,2023-03-18
828,44.9,69.3,Logistics,2023-05-04
829,42.0,65.1,Logistics,2023-05-10
830,57.5,80.2,IT,2023-05-01
831,36.5,47.6,Logistics,2023-05-01
832,55.8,72.8,IT,2023-04-27
833,59.7,84.0,Logistics,2023-03-03
834,38.7,60.1,IT,2023-05-14
835,53.8,73.1,IT,2023-03-18
836,39.4,60.1,Logistics,2023-03-24
837,45.3,60.3,Retail,2023-03-26
838,38.8,48.9,Data Entry,2023-03-11
839,43.2,54.9,Logistics,2023-04-14
840,31.8,44.2,IT,2023-04-17
841,60.3,79.9,Data Entry,2023-05-25
842,64.4,83.3,Logistics,2023-04-06
843,32.6,57.4,Data Entry,2023-04-08
844,54.3,73.8,Data Entry,2023-03-02
845,33.9,57.6,Retail,2023-03-14
846,54.3,74.2,Retail,2023-05-04
847,45.3,68.9,Retail,2023-05-08
848,51.8,68.1,IT,2023-04-29
849,52.4,65.4,Logistics,2023-03-04
850,57.9,79.0,Logistics,2023-04-30
851,36.8,52.2,IT,2023-05-10
852,43.4,66.8,Retail,2023-05-20
853,53.9,74.4,IT,2023-03-24
854,53.6,68.6,Retail,2023-05-08
855,64.3,84.2,IT,2023-05-04
856,45.9,59.4,Logistics,2023-05-05
857,37.6,60.1,Data Entry,2023-03-02
858,53.3,71.0,IT,2023-03-11
859,31.8,53.2,Data Entry,2023-05-04
860,32.4,51.2,Data Entry,2023-05-25
861,54.5,69.1,Logistics,2023-03-26
862,46.8,63.3,IT,2023-04-13
863,36.8,61.0,Data Entry,2023-04-02
864,45.7,59.6,Logistics,2023-03-04
865,42.5,63.0,Retail,2023-03-09
866,40.4,62.5,Retail,2023-04-13
867,63.7,82.8,Retail,2023-05-04
868,41.3,56.3,Logistics,2023-04-20
869,48.7,71.9,Logistics,2023-03-20
870,38.2,51.6,Logistics,2023-03-22
871,61.9,86.3,Logistics,2023-05-26
872,36.1,58.2,Data Entry,2023-05-04
873,64.8,79.9,Logistics,2023-05-25
874,36.2,54.9,Logistics,2023-04-09
875,58.2,71.3,Retail,2023-03-28
876,51.4,69.8,Logistics,2023-04-10
877,42.7,55.0,IT,2023-03-13
878,40.3,61.6,Logistics,2023-05-21
879,53.5,65.5,Data Entry,2023-04-11
880,44.3,64.3,Data Entry,2023-03-04
881,31.2,46.2,Data Entry,2023-05-25
882,61.4,78.4,Retail,2023-03-01
883,45.7,56.6,IT,2023-05-28
884,35.3,56.8,Data Entry,2023-04-09
885,56.6,71.8,Retail,2023-05-04
886,60.3,72.0,Logistics,2023-05-09
887,60.2,76.9,Logistics,2023-03-26
888,61.8,83.5,Logistics,2023-03-31
889,54.7,77.5,Data Entry,2023-04-27
890,47.3,60.2,IT,2023-05-21
891,39.6,58.4,IT,2023-05-10
892,34.0,57.2,Data Entry,2023-03-05
893,58.0,78.4,Data Entry,2023-03-06
894,41.0,61.2,Retail,2023-05-22
895,60.0,80.8,Retail,2023-03-18
896,62.1,86.7,IT,2023-03-02
897,33.2,46.9,Data Entry,2023-05-14
898,49.4,61.2,Logistics,2023-05-24
899,33.8,58.3,IT,2023-05-21
900,49.8,72.8,IT,2023-04-02
901,49.8,70.1,Logistics,2023-05-10
902,60.0,72.9,Retail,2023-03-25
903,37.8,61.4,IT,2023-03-06
904,54.7,69.8,IT,2023-03-14
905,37.2,53.3,Data Entry,2023-03-20
906,42.9,57.9,IT,2023-05-28
907,64.7,86.5,IT,2023-05-05
908,64.4,82.7,Logistics,2023-04-17
909,41.2,65.3,IT,2023-03-09
910,64.4,75.6,Retail,2023-03-20
911,60.0,79.3,Logistics,2023-04-05
912,57.9,71.4,Logistics,2023-03-11
913,58.1,70.9,Data Entry,2023-03-05
914,60.8,76.1,Logistics,2023-05-21
915,57.0,74.9,Data Entry,2023-03-26
916,61.9,79.2,Data Entry,2023-03-16
917,58.0,74.0,Data Entry,2023-05-29
918,60.2,83.8,Retail,2023-04-01
919,31.9,47.8,Retail,2023-03-16
920,41.2,54.5,Logistics,2023-04-27
921,43.1,65.3,IT,2023-05-29
922,33.8,53.3,Retail,2023-05-10
923,30.6,42.4,Retail,2023-03-18
924,30.5,42.8,Data Entry,2023-03-13
925,32.9,44.4,Retail,2023-05-12
926,37.1,52.4,Data Entry,2023-05-01
927,33.1,45.1,Logistics,2023-04-04
928,48.7,63.9,Data Entry,2023-04-20
929,62.7,74.8,Data Entry,2023-03-14
930,60.0,72.8,Data Entry,2023-04-27
931,33.1,48.0,Logistics,2023-05-17
932,35.6,58.9,Logistics,2023-03-30
933,38.4,62.5,Data Entry,2023-03-17
934,32.3,50.2,Data Entry,2023-05-05
935,33.5,58.4,Retail,2023-03-13
936,32.1,47.1,Data Entry,2023-04-04
937,49.6,62.7,Logistics,2023-03-04
938,31.0,42.4,Data Entry,2023-05-29
939,33.4,49.3,IT,2023-04-21
940,41.4,53.7,IT,2023-05-18
941,32.4,51.5,IT,2023-03-28
942,47.5,59.5,Retail,2023-05-25
943,48.8,62.8,Retail,2023-03-03
944,36.1,48.4,Data Entry,2023-03-14
945,58.0,76.0,IT,2023-05-21
946,50.8,72.0,Retail,2023-04-23
947,32.9,53.1,Retail,2023-04-07
948,51.8,74.7,IT,2023-03-14
949,62.7,75.9,Data Entry,2023-05-08
950,48.0,70.7,Retail,2023-05-25
951,35.5,50.0,Retail,2023-05-17
952,39.2,53.0,IT,2023-03-26
953,30.4,47.5,IT,2023-05-18
954,45.2,69.9,Retail,2023-04-14
955,52.3,72.8,Retail,2023-05-05
956,35.0,53.6,Retail,2023-04-16
957,32.2,49.3,Data Entry,2023-04-02
958,49.1,66.6,Data Entry,2023-05-16
959,41.6,62.8,Logistics,2023-04-04
960,31.3,41.4,Logistics,2023-04-16
961,44.0,67.2,Retail,2023-05-29
962,34.2,56.9,IT,2023-05-30
963,55.3,69.8,Data Entry,2023-03-02
964,47.9,64.4,Retail,2023-04-17
965,34.0,48.8,IT,2023-04-19
966,45.2,61.5,Logistics,2023-04-24
967,34.0,49.2,Retail,2023-05-12
968,43.8,64.2,Logistics,2023-03-05
969,42.3,58.3,Data Entry,2023-03-18
970,60.7,78.0,IT,2023-04-25
971,64.9,77.9,Retail,2023-04-22
972,63.5,85.9,Retail,2023-03-06
973,42.3,54.6,IT,2023-05-29
974,31.7,49.5,Logistics,2023-04-04
975,42.1,61.0,Retail,2023-05-20
976,62.2,84.7,IT,2023-04-22
977,33.1,56.3,Data Entry,2023-04-21
978,34.7,49.0,IT,2023-03-26
979,36.7,56.0,Retail,2023-03-07
980,57.4,76.4,Data Entry,2023-04-05
981,49.0,71.5,Logistics,2023-03-17
982,35.8,47.7,Data Entry,2023-05-05
983,43.8,61.5,Data Entry,2023-04-15
984,47.2,60.2,IT,2023-05-12
985,33.5,54.1,Data Entry,2023-03-22
986,50.2,66.7,Logistics,2023-05-04
987,41.7,55.5,Retail,2023-04-03
988,47.3,59.3,IT,2023-04-15
989,58.8,82.6,Retail,2023-03-29
990,54.0,75.0,IT,2023-04-13
991,53.6,63.9,Logistics,2023-03-27
992,59.1,73.2,IT,2023-05-01
993,44.7,55.7,IT,2023-03-16
994,53.2,64.4,IT,2023-05-25
995,31.6,50.6,Logistics,2023-05-26
996,62.2,82.5,Retail,2023-05-05
997,40.8,65.2,Logistics,2023-05-26
998,36.1,49.4,Data Entry,2023-04-16
999,53.7,77.7,IT,2023-04-12
1000,44.3,63.5,IT,2023-04-14
1001,48.4,70.4,Data Entry,2023-05-26
1002,42.1,65.2,Data Entry,2023-04-15
1003,52.7,66.7,Retail,2023-04-08
1004,60.3,73.5,Retail,2023-04-14
1005,35.2,55.9,Data Entry,2023-03-10
1006,51.0,65.0,Data Entry,2023-05-28
1007,55.9,74.3,Logistics,2023-05-10
1008,59.7,82.4,Retail,2023-03-14
1009,47.6,61.3,Data Entry,2023-05-17
1010,50.4,67.5,IT,2023-03-04
1011,57.7,82.4,Data Entry,2023-03-13
1012,64.8,83.2,Data Entry,2023-05-17
1013,42.5,55.5,IT,2023-03-10
1014,63.7,86.6,Logistics,2023-05-06
1015,38.1,53.5,IT,2023-04-21
1016,56.7,70.1,Logistics,2023-03-12
1017,50.1,70.4,Retail,2023-03-14
1018,47.7,69.6,Retail,2023-03-20
1019,38.1,51.4,IT,2023-03-02
1020,40.9,52.9,Data Entry,2023-04-23
1021,51.7,65.2,IT,2023-04-28
1022,64.6,78.6,Data Entry,2023-04-04
1023,47.3,61.0,Data Entry,2023-05-01
1024,53.0,70.2,Retail,2023-03-30
1025,50.0,65.9,IT,2023-03-26
1026,63.4,81.4,Logistics,2023-05-09
1027,32.8,47.6,Logistics,2023-03-20
1028,50.4,61.2,Data Entry,2023-04-23
1029,36.3,59.6,Data Entry,2023-05-04
1030,63.0,75.7,Data Entry,2023-04-18
1031,54.2,75.0,Data Entry,2023-05-29
1032,34.7,46.6,IT,2023-03-11
1033,31.6,45.4,IT,2023-04-28
1034,48.7,67.4,Data Entry,2023-05-09
1035,31.8,56.5,Logistics,2023-04-03
1036,55.0,70.7,Retail,2023-04-23
1037,50.0,60.3,Data Entry,2023-05-28
1038,38.2,59.1,IT,2023-03-25
1039,59.7,75.9,IT,2023-05-04
1040,57.6,78.4,Logistics,2023-03-05
1041,61.0,84.9,Retail,2023-03-01
1042,60.5,83.7,Retail,2023-05-05
1043,48.3,69.0,IT,2023-04-04
1044,56.1,79.2,Data Entry,2023-04-28
1045,39.4,50.3,Logistics,2023-03-08
1046,41.6,61.1,Retail,2023-05-11
1047,60.3,78.4,Data Entry,2023-05-11
1048,55.1,70.3,Logistics,2023-04-19
1049,55.1,78.1,IT,2023-04-16
1050,61.6,72.1,Logistics,2023-03-17
1051,46.4,61.7,Logistics,2023-04-15
1052,42.5,54.2,Retail,2023-04-28
1053,38.1,55.2,IT,2023-04-07
1054,36.9,53.4,IT,2023-03-20
1055,48.5,69.1,IT,2023-04-06
1056,43.9,68.4,IT,2023-05-07
1057,42.1,52.3,Data Entry,2023-05-15
1058,62.7,83.3,Logistics,2023-05-23
1059,53.4,73.1,Data Entry,2023-04-06
1060,56.8,71.2,Logistics,2023-05-26
1061,35.8,56.6,Retail,2023-05-21
1062,45.7,60.9,IT,2023-03-15
1063,55.1,79.4,Retail,2023-04-09
1064,55.2,67.1,Logistics,2023-03-07
1065,62.4,83.2,IT,2023-03-20
1066,62.6,83.7,Logistics,2023-03-23
1067,57.5,80.1,IT,2023-05-18
1068,51.4,72.7,Logistics,2023-05-05
1069,36.6,48.6,Logistics,2023-05-26
1070,52.2,66.6,Retail,2023-03-25
1071,50.4,62.7,Data Entry,2023-05-26
1072,52.9,71.9,Data Entry,2023-04-05
1073,64.9,81.8,IT,2023-05-12
1074,43.5,59.9,IT,2023-03-09
1075,46.6,61.5,Logistics,2023-04-05
1076,39.6,59.8,Data Entry,2023-04-30
1077,37.9,48.3,Retail,2023-05-03
1078,57.8,74.5,Logistics,2023-03-14
1079,60.8,77.2,Data Entry,2023-04-26
1080,35.9,49.4,IT,2023-04-22
1081,63.6,79.6,Logistics,2023-04-11
1082,64.1,77.0,IT,2023-04-16
1083,59.9,79.4,Logistics,2023-05-05
1084,58.6,72.9,Retail,2023-03-26
1085,58.2,77.5,Data Entry,2023-03-16
1086,41.4,64.1,Logistics,2023-03-31
1087,58.9,72.6,IT,2023-03-07
1088,64.7,80.7,Logistics,2023-04-26
1089,47.0,66.6,Retail,2023-04-29
1090,46.2,66.6,Data Entry,2023-04-26
1091,30.1,51.3,Data Entry,2023-04-09
1092,45.4,66.2,IT,2023-03-05
1093,37.0,55.9,IT,2023-05-22
1094,35.6,56.1,Retail,2023-04-16
1095,38.4,55.3,IT,2023-04-22
1096,52.7,64.0,Logistics,2023-04-19
1097,52.9,64.5,Data Entry,2023-04-11
1098,50.7,71.5,Retail,2023-05-17
1099,47.0,60.2,Data Entry,2023-04-27
1100,59.8,83.5,Data Entry,2023-03-08
1101,63.3,87.3,Data Entry,2023-04-20
1102,59.9,74.2,Retail,2023-04-18
1103,55.2,74.8,Retail,2023-04-14
1104,33.2,56.0,IT,2023-04-08
1105,46.7,67.6,IT,2023-03-31
1106,48.0,71.9,Logistics,2023-04-23
1107,52.1,74.4,Retail,2023-05-21
1108,59.4,79.6,Data Entry,2023-03-21
1109,35.0,45.9,Data Entry,2023-05-14
1110,46.1,56.7,IT,2023-03-15
1111,56.8,70.8,IT,2023-04-21
1112,36.7,61.1,Logistics,2023-03-13
1113,50.6,63.8,Data Entry,2023-05-18
1114,36.6,58.5,Logistics,2023-03-22
1115,57.0,74.1,Retail,2023-03-31
1116,36.4,58.1,Retail,2023-04-25
1117,50.5,69.3,Data Entry,2023-03-11
1118,39.3,55.1,Data Entry,2023-05-06
1119,51.2,70.0,Data Entry,2023-04-07
1120,30.2,48.3,Logistics,2023-04-04
1121,47.7,68.6,IT,2023-03-17
1122,35.6,58.2,IT,2023-04-04
1123,59.6,80.9,Retail,2023-04-17
1124,37.6,61.0,IT,2023-03-12
1125,48.5,62.9,IT,2023-05-26
1126,56.3,79.8,Logistics,2023-05-27
1127,43.1,58.9,Retail,2023-03-23
1128,32.9,55.1,Retail,2023-03-05
1129,44.5,67.0,Retail,2023-04-11
1130,59.8,74.4,Data Entry,2023-04-09
1131,33.8,47.9,Logistics,2023-05-27
1132,50.5,68.2,Logistics,2023-03-29
1133,36.5,47.4,IT,2023-03-09
1134,53.2,73.1,Data Entry,2023-03-20
1135,40.2,53.5,IT,2023-05-04
1136,53.8,66.0,IT,2023-04-07
1137,55.1,66.9,Logistics,2023-04-14
1138,30.0,49.0,Data Entry,2023-03-09
1139,62.6,80.0,Data Entry,2023-03-26
1140,32.6,47.6,Retail,2023-05-05
1141,57.5,75.7,IT,2023-05-07
1142,54.7,78.9,Retail,2023-04-04
1143,52.9,70.6,IT,2023-03-14
1144,51.1,75.9,IT,2023-04-20
1145,36.8,59.3,Retail,2023-05-20
1146,56.6,70.2,Retail,2023-04-04
1147,41.2,64.0,IT,2023-05-09
1148,48.0,64.4,Data Entry,2023-04-14
1149,31.1,44.9,Data Entry,2023-03-02
1150,46.3,61.1,IT,2023-04-29
1151,38.5,52.5,Logistics,2023-04-25
1152,58.6,72.3,Logistics,2023-05-13
1153,41.8,56.8,IT,2023-05-01
1154,33.3,53.2,Logistics,2023-05-26
1155,57.4,77.9,Data Entry,2023-05-17
1156,46.2,71.0,Logistics,2023-05-28
1157,46.9,58.5,Logistics,2023-04-24
1158,30.3,51.3,Retail,2023-05-11
1159,46.2,60.8,IT,2023-05-13
1160,36.2,55.4,IT,2023-03-10
1161,51.8,67.9,IT,2023-04-23
1162,36.6,56.6,IT,2023-03-29
1163,55.3,80.0,IT,2023-05-27
1164,32.4,56.8,IT,2023-03-04
1165,43.4,61.4,Retail,2023-05-16
1166,57.8,80.6,Retail,2023-05-22
1167,62.2,81.1,IT,2023-04-03
1168,32.1,53.3,Data Entry,2023-05-15
1169,59.8,81.8,IT,2023-03-16
1170,62.4,82.2,Data Entry,2023-04-18
1171,39.6,59.7,Logistics,2023-05-06
1172,57.4,81.6,Retail,2023-03-08
1173,45.1,59.9,IT,2023-05-12
1174,64.9,84.3,Logistics,2023-05-10
1175,64.0,76.3,IT,2023-04-09
1176,36.7,53.1,Data Entry,2023-05-14
1177,37.8,58.5,IT,2023-04-02
1178,42.8,63.6,Data Entry,2023-03-01
1179,62.7,79.6,Logistics,2023-04-21
1180,39.5,53.4,Data Entry,2023-04-17
1181,53.2,71.2,Data Entry,2023-05-16
1182,59.9,77.1,Logistics,2023-05-23
1183,40.5,63.8,Retail,2023-05-02
1184,52.6,64.3,IT,2023-04-02
1185,37.1,60.0,IT,2023-05-27
1186,38.3,52.3,IT,2023-03-24
1187,50.2,72.6,Data Entry,2023-04-12
1188,51.2,74.3,Retail,2023-03-22
1189,31.3,42.8,Retail,2023-05-17
1190,62.9,77.8,IT,2023-05-26
1191,60.5,73.3,IT,2023-05-20
1192,61.1,85.0,Retail,2023-03-27
1193,53.2,73.4,Retail,2023-03-14
1194,34.3,49.3,Data Entry,2023-04-07
1195,37.8,56.4,Retail,2023-03-04
1196,47.4,69.4,IT,2023-03-01
1197,50.7,71.9,Logistics,2023-03-22
1198,38.3,58.4,Logistics,2023-04-04
1199,57.5,77.7,Data Entry,2023-05-15
1200,60.6,76.7,Data Entry,2023-03-30
1201,63.7,83.1,Data Entry,2023-05-12
1202,49.2,64.8,Logistics,2023-03-16
1203,57.0,77.1,IT,2023-03-18
1204,40.8,59.6,IT,2023-03-20
1205,53.5,65.8,IT,2023-03-02
1206,35.8,58.1,Data Entry,2023-03-08
1207,56.7,77.8,Retail,2023-04-20
1208,62.5,75.1,IT,2023-03-25
1209,55.9,74.0,IT,2023-04-07
1210,60.7,80.5,IT,2023-05-11
1211,55.8,79.2,IT,2023-05-13
1212,31.4,46.6,Data Entry,2023-04-20
1213,63.4,88.3,IT,2023-04-15
1214,49.1,61.9,Data Entry,2023-03-23
1215,63.4,84.7,Logistics,2023-03-15
1216,49.8,60.7,IT,2023-03-04
1217,46.0,63.6,Logistics,2023-03-12
1218,32.1,53.7,IT,2023-03-30
1219,37.5,61.9,Logistics,2023-05-20
1220,37.5,58.6,Data Entry,2023-04-08
1221,31.9,53.5,Retail,2023-03-03
1222,42.4,53.8,Retail,2023-03-08
1223,57.8,82.7,Logistics,2023-03-25
1224,51.3,72.0,Logistics,2023-05-18
1225,48.4,68.5,Logistics,2023-04-01
1226,30.6,54.0,Retail,2023-04-19
1227,35.7,53.0,Data Entry,2023-04-24
1228,42.5,54.9,Data Entry,2023-03-04
1229,61.2,81.8,IT,2023-05-01
1230,34.7,58.4,IT,2023-05-30
1231,40.2,56.6,Data Entry,2023-03-03
1232,54.8,67.9,Retail,2023-04-25
1233,60.2,73.1,Data Entry,2023-05-11
1234,43.6,58.1,IT,2023-03-09
1235,59.1,71.9,Data Entry,2023-05-07
1236,53.1,70.5,Retail,2023-03-06
1237,50.1,70.7,IT,2023-05-05
1238,42.2,55.3,Data Entry,2023-03-09
1239,54.4,79.2,Logistics,2023-04-02
1240,42.5,57.7,Retail,2023-04-05
1241,50.7,67.2,Retail,2023-03-20
1242,63.7,79.6,Retail,2023-04-30
1243,60.2,73.6,Logistics,2023-04-06
1244,48.0,62.2,Retail,2023-03-01
1245,34.6,51.4,Logistics,2023-05-24
1246,61.1,75.0,Logistics,2023-04-22
1247,46.7,69.4,Data Entry,2023-05-26
1248,42.3,60.6,Logistics,2023-05-10
1249,48.6,63.9,Logistics,2023-03-21
1250,54.2,77.5,Retail,2023-03-13
1251,64.8,76.7,Retail,2023-04-15
1252,59.2,80.6,Data Entry,2023-03-09
1253,59.8,79.5,Logistics,2023-04-12
1254,64.4,82.5,IT,2023-04-30
1255,42.5,62.4,Data Entry,2023-05-15
1256,57.7,81.7,Data Entry,2023-05-18
1257,40.2,55.7,IT,2023-05-17
1258,32.8,55.7,Retail,2023-03-25
1259,30.6,50.9,Retail,2023-04-12
1260,35.8,50.6,Logistics,2023-04-13
1261,35.2,53.1,IT,2023-05-04
1262,36.3,57.5,Data Entry,2023-03-12
1263,59.1,71.0,IT,2023-04-11
1264,41.0,62.8,IT,2023-04-20
1265,43.5,53.6,Data Entry,2023-05-27
1266,31.1,44.6,Retail,2023-03-19
1267,47.7,58.2,Retail,2023-04-26
1268,57.6,79.8,IT,2023-03-14
1269,33.2,54.5,Logistics,2023-03-11
1270,36.5,59.8,Logistics,2023-05-07
1271,49.1,72.6,Retail,2023-03-18
1272,62.5,82.0,Data Entry,2023-04-03
1273,42.9,65.5,Retail,2023-05-07
1274,43.8,57.2,Logistics,2023-05-28
1275,43.5,63.0,IT,2023-05-07
1276,62.5,83.7,Data Entry,2023-04-09
1277,47.9,68.5,Retail,2023-04-28
1278,54.5,74.4,IT,2023-03-04
1279,31.0,44.7,Retail,2023-03-24
1280,51.3,64.4,Logistics,2023-03-19
1281,30.1,46.3,Logistics,2023-05-25
1282,53.2,71.9,IT,2023-04-20
1283,58.6,78.0,Logistics,2023-05-16
1284,38.0,62.7,IT,2023-05-25
